TEXT	TRANSLATION
"Forward diagonal hatch"	"Diagonalschraffur vorwärts"
"Fourier Filter (ViGrA)"	""
"Fourier Transform (Real, ViGrA)"	""
"Fourier Transform (ViGrA)"	""
"Fourier Transform Inverse (ViGrA)"	""
"Fourier Transformation"	""
"Fractal Brownian Noise"	""
"Fractal Dimension"	"Fractale Dimension"
"Fractal Dimension of Grid Surface"	"Fractale Dimension der Rasteroberfläche"
"Fractals"	"Fraktale"
"Fraction (weight of water in sample / dry weight of sample)"	""
"Fragmentation"	"Fragmentierung"
"Fragmentation (Alternative)"	"Fragmentierung (Alternative)"
"Fragmentation (Standard)"	"Fragmentierung (Standard)"
"Fragmentation Analysis"	""
"Fragmentation Classes from Density and Connectivity"	"Fragmentierungsklassen aus Dichte und Konnektivität"
"Fragmentation Index"	"Fragmentierungsindex"
"Frame"	"Rahmen"
"Frame Coordinates"	""
"Frame Margins"	""
"Frame Size"	""
"Frame Width"	"Rahmenbreite"
"Freezing"	""
"Frequency"	"Frequenz"
"Frequency Domain Filter"	""
"Friction Angle"	""
"Friction Parameter Mu"	""
"Friction angle [degree] used as Geometric Gradient, Fahrboeschung's angle or Shadow Angle."	""
"From"	""
"From Histogram"	""
"Frost"	""
"Frost Change Frequency"	""
"Frost Change Statistics"	""
"Frost Weathering"	""
"Frost occurrence"	""
"Frost occurrence as binary factor."	""
"Fuel Model"	"Treibstoff Modell"
"Full path to the directory for the output grids of each model step"	""
"Function"	"Funktion"
"Function Fit"	"Funktionsanpassung"
"Function Fitting Range"	"Funktionsanpassungsbereich"
"Function Plotter"	""
"Function failed because no attributes are available"	"Funktion schlug fehl, weil keine Attribute verfügbar sind."
"Function returns negative and/or decreasing values."	""
"Function's Alpha"	""
"Function's Beta"	""
"Fuzzified"	"unscharf"
"Fuzzified Grid"	"unscharfes Raster"
"Fuzzify"	"Unschärfe"
"Fuzzy Intersection (AND)"	"Fuzzy Schnittmenge (AND)"
"Fuzzy Landform Element Classification"	""
"Fuzzy Logic"	"Fuzzy Logik"
"Fuzzy Union (OR)"	"Fuzzy Vereinigung"
"Fvol"	""
"GB"	""
"GC, Ground cover expressed as a portion [between 0-1] of the soil surface protected by vegetation or crop cover on the ground"	""
"GDAL Formats"	""
"GDAL/OGR"	""
"GDF Definition Files"	""
"GINI"	""
"GPS Exchange Format (*.gpx)"	"GPS Austausch Format (*.gpx)"
"GPS Tools"	""
"GPS-Time"	""
"GPSBabel"	"GPSBabel"
"GPSBabel path"	"GPSBabel Pfad"
"GPX Import"	"GPX Import"
"GPX file"	"GPX Datei"
"GPX files (*.gpx)|*.gpx|All Files|*.*"	"GPX Datei (*.gpx)|*.gpx|Alle Dateien|*.*"
"GPX to shapefile"	"GPX zu Vektordatei"
"GREEN_BLUE"	"GRÜN_BLAU"
"GREEN_GREY_BLUE"	"GRÜN_GRAU_BLAU"
"GREEN_RED_BLUE"	"GRÜN_ROT_BLAU"
"GRID"	"RASTER"
"GStat Files"	""
"GWR"	""
"GWR Intercept"	"GWR Achsenabschnitt"
"GWR Quality"	"GWR Qualität"
"GWR Regression"	"GWR Regression"
"GWR Slope"	"GWR Neigung"
"GWR for Grid Downscaling"	""
"GWR for Multiple Predictor Grids"	""
"GWR for Multiple Predictors (Gridded Model Output)"	""
"GWR for Multiple Predictors (Shapes)"	""
"GWR for Single Predictor (Gridded Model Output)"	""
"GWR for Single Predictor Grid"	""
"Gain"	""
"Gain (H/L) of all Landsat ETM+ bands (1-5,61,62,7,8)"	""
"Game Level"	"Spielstufe"
"Games"	"Spiele"
"Gamma"	""
"Garden"	""
"Garden|Recreations|Fractals"	"Testversionen|Erholung|Fraktale"
"Garden|Recreations|Games"	"Testversionen|Erholung|Spiele"
"Garden|Tool Chain Examples"	""
"Garden|Web Services"	""
"Gauges"	"Maße"
"Gaussian"	"Gaußsche"
"Gaussian Filter"	"Gaußfilter"
"Gaussian Filtering"	""
"Gaussian Landscape"	"Gaussche Landschaft"
"Gaussian Landscapes"	"Gaussche Landschaften"
"Gaussian and Exponential Weighting Bandwidth"	"Gaussche und exponentiale gewichtete Bandbreite"
"Gc"	""
"General"	"Allgemein"
"General Curvature"	""
"General Settings"	"Allgemeine Einstellungen"
"Generalisation"	"Generalisierung"
"Generalization"	""
"Generalized Shapes"	""
"Generalized Surface"	""
"Generate Shapes"	"Erzeuge Vektoren"
"Generated Shapefile."	"Erzeuge Vektordatei."
"Gentle AdaBoost"	""
"Geo-Reference"	"Georeferenz"
"GeoJSON (*.geojson)"	""
"GeoJSON Files"	""
"GeoPackage (*.gpkg)"	""
"GeoPackage Files"	""
"GeoTIFF"	""
"GeoTIFF (*.tif)"	""
"GeoTIFF Files"	""
"GeoTRANS"	""
"GeoTRANS engine initializing error!\n\nPlease check your data path settings!"	""
"GeoTrans (Grid)"	"GeoTRANS (Raster)"
"GeoTrans (Shapes)"	""
"Geocentric Coordinate System"	"Geozentrisches Koordinatensystem"
"Geocoding"	""
"Geodesic Morphological Reconstruction"	""
"Geodetic"	""
"Geodetic Coordinate System"	""
"Geographic Coordinate Grids"	""
"Geographic Coordinate System"	"Geographisches Koordinatensystem"
"Geographic Coordinate Systems"	"Geographische Koordinatensysteme"
"Geographic Coordinates"	""
"Geographic Distances"	""
"Geographic Distances (Pair of Coordinates)"	""
"Geographic coordinates are out of range!"	""
"Geoid"	""
"Geometric Figures"	"Geometrische Figur"
"Geometric Gradient (Heim 1932)"	""
"Geometrical Interval Factor"	""
"Geometry Collection"	""
"Geometry Collection (2.5D)"	""
"Geometry Table"	""
"Geometry Type"	""
"Geometry and join table must not be identical."	""
"Geomorphology"	""
"Geomorphometry"	""
"Geomorphons"	""
"Geoprocessing"	"Geoverarbeitung"
"Georeference with Coordinate Grids"	""
"Georeferencing"	""
"Germany KA5"	""
"Get CRS Definition from..."	"Hole CRS-Definitionen von...."
"Get Extent for ..."	""
"Get Grid from Virtual Point Cloud"	""
"Get Heights from ..."	""
"Get Independent Variable from ..."	""
"Get Seeds from..."	""
"Get Shapes Extents"	"Nimm Vektorausdehnung"
"Get Subset from Virtual Point Cloud"	""
"Get table from MySQL server.\n"	""
"Gini"	""
"Gini Decrease"	""
"Gleam"	""
"Global Irradiance"	""
"Global Irradiation"	""
"Global Moran's I for Grids"	"Globales Moran´s I für Raster"
"Global Spatial Autocorrelation for Shapes"	""
"Globe Gores"	""
"Globe Viewer for Grids"	""
"Glugla Coefficient"	""
"Gnomonic"	""
"Gores"	""
"Gpx2shp path"	"Gpx2shp Pfad"
"Gradient"	"Gradient"
"Gradient Calculation"	"Gradientkalkulation"
"Gradient Definition"	""
"Gradient Difference"	"Gradient Differenz"
"Gradient Lines from Points"	""
"Gradient Vector from Cartesian to Polar Coordinates"	"Gradient Vektor von kartesischen zu polaren Koordinaten"
"Gradient Vector from Polar to Cartesian Coordinates"	"Gradient Vektor von polaren zu kartesischen Koordinaten"
"Gradient Vectors"	"Gradient Vektoren"
"Gradient Vectors from Direction and Length"	""
"Gradient Vectors from Directional Components"	""
"Gradient Vectors from Surface"	""
"Gradient threshold"	"Gradient Schwellenwert"
"Gradients"	""
"Graduated"	""
"Graduated Colors"	""
"Graduated Colours"	""
"Graphics Interchange Format"	""
"Grassland"	""
"Graticule"	"Gitternetz"
"Gravitational Process Path Model"	""
"Gray Scale Image"	""
"Great Elliptic"	""
"Greater than"	"Größer als"
"Green"	"Grün"
"Green (TM 2)"	""
"Green Channel Color"	""
"Green-Ampt Infiltration"	"Grün-ampt Infiltration"
"Greenness"	""
"Greyscale"	""
"Grid"	"Raster"
"Grid 1"	"Raster 1"
"Grid 2"	"Raster 2"
"Grid Addition"	""
"Grid Animation"	""
"Grid Buffer"	"Rasterpuffer"
"Grid Calculator"	"Raster Rechner"
"Grid Cell Area Covered by Polygons"	""
"Grid Cell Index"	""
"Grid Cells to Points/Polygons"	""
"Grid Classes"	""
"Grid Classes Area for Polygons"	""
"Grid Collection"	""
"Grid Collection Calculator"	""
"Grid Collection Masking"	""
"Grid Collection Tools"	""
"Grid Collection Viewer"	""
"Grid Collections"	""
"Grid Collections from different Systems"	""
"Grid Collection|Filter"	""
"Grid Collection|Tools"	""
"Grid Difference"	"Raster Differenz"
"Grid Dimension"	""
"Grid Division"	""
"Grid File"	""
"Grid Files"	""
"Grid Filter"	""
"Grid Generation"	""
"Grid Histogram"	""
"Grid List"	""
"Grid Manager"	"Rasterverwaltung"
"Grid Masking"	"Raster Abdeckung"
"Grid Multiplication"	""
"Grid Normalization"	""
"Grid Proximity Buffer"	"Raster Nachbarschaftspuffer"
"Grid Skeletonization"	"Raster Gerüst"
"Grid Spacing (Map Units)"	""
"Grid Standardization"	""
"Grid Statistics"	""
"Grid Statistics for Points"	""
"Grid Statistics for Polygons"	"Rasterstatistik für Polygone"
"Grid System"	"Rastersystem"
"Grid System Extent"	"Raster Ausdehnung"
"Grid System Fit"	""
"Grid Systems"	"Rastersysteme"
"Grid Tools"	""
"Grid Type"	"Rastertyp"
"Grid Value Request"	"Rasterwertabfrage"
"Grid Values"	"Rasterwerte"
"Grid Values and Polygon Attributes to Points"	""
"Grid Values to Points (randomly)"	"Rasterwerte zu Punkten (zufällig)"
"Grid Volume"	"Raster Volumen"
"Grid based or related calculations."	"Rasterbasiert oder ähnliche Berechnungen"
"Grid describing the AOI."	""
"Grid describing the state of each cell at timestep t + 1."	""
"Grid describing the state of each cell at timestep t."	""
"Grid encoding the mode of operation per grid cell. Can be used instead of a global setting (\"Operation\" choice). Operations use the same identifiers as the \"Operation\" choice parameter [0-4]."	""
"Grid is set"	""
"Grid range"	"Raster Bereich"
"Grid spacing used for the construction of correlated points [map units]"	""
"Grid system"	"Rastersystem"
"Grid system is set"	""
"Grid that provides the source X coordinates."	""
"Grid that provides the source Y coordinates."	""
"Grid to TIN"	"Raster zu TIN"
"Grid to TIN (Surface Specific Points)"	"Raster zu TIN (Oberflächenspezifische Punkte)"
"Grid to analyse."	""
"Grid to be filtered"	""
"Grid to reclassify."	""
"Grid with category of nearest source cell [Category]"	"Raster mit Gruppen nächster Ausgangszellen [Kategorie]"
"Grid with euclidean distance to nearest source cell [grid units]"	"Raster mit euklidischer Entfernung zu nächsten Ausgangszellen [Rastereinheiten]"
"Grid with features to be buffered [Category/NoData]"	"Raster mit Merkmalen die zu puffern sind [Kategorie/NoData]"
"Grid with the input values to accumulate."	""
"Grid(s)"	"Raster"
"Gridding"	""
"Gridding of Points"	""
"Gridding preparations"	""
"Grids"	"Raster"
"Grids Product"	"Raster Produkt"
"Grids Sum"	"Raster Summe"
"Grids from Classified Grid and Table"	""
"Grids from different Systems"	"Raster von unterschiedlichen Systemen"
"Grids to Analyse"	""
"Grids to request"	"abzufragende Raster"
"Grid|Analysis"	"Raster|Auswertung"
"Grid|Analysis|Travel Time Analysis"	""
"Grid|Calculus"	"Raster|Berechnung"
"Grid|Calculus|BSL"	""
"Grid|Export"	""
"Grid|Filter"	"Raster|Filter"
"Grid|Gridding"	"Raster|Rastern"
"Grid|Import"	""
"Grid|Tools"	"Raster|Werkzeuge"
"Grid|Values"	""
"Ground"	""
"Ground Classification"	""
"Ground cover"	""
"Group"	""
"Group A"	"Gruppe A"
"Group B"	"Gruppe B"
"Group by"	""
"Grow Factor"	""
"Growing Degree Days"	""
"Growing Season Length"	""
"Growing season length given as number of days of a year."	""
"Gs"	""
"Gz"	""
"HDF4 Files"	""
"HH"	""
"HTML"	""
"HTML File (*.html)"	""
"Hafer"	"Hafer"
"Half the size of the moving window [vertex count], controls smoothing sensitivity."	""
"Halo Width"	""
"Hann window"	""
"Hargreave"	""
"Hauptgerinne-Parameter (erweitertes HD-Modell)"	""
"Having"	""
"Hazard Paths"	""
"Hazard Sources"	""
"Hazard Sources Material"	""
"Hazard sources material output requires a material and an objects grid as input!"	""
"Header Lines"	""
"Headline"	""
"Heads"	"Köpfe"
"Heavy Clay"	""
"Height"	"Höhe"
"Height (Cells)"	"Höhe (Zellen)"
"Height Threshold"	""
"Height given as percentage of map size"	""
"Height of Atmosphere [m]"	"Höhe der Atmosphäre [m]"
"Height of Atmosphere and Vapour Pressure"	"Höhe der Atmosphäre und Dampfdruck"
"Height of material available in each start cell [m]."	""
"Height of sun above horizon [degree]."	""
"Height of the light source or observer above ground."	""
"Height of the light source, measured in degree above the horizon."	""
"Height of the material deposited in each cell [m]. Optional output in case a grid with material amounts is provided as input."	""
"Height of view point"	"Höhe des Blickpunktes"
"Height threshold for optimal profile calculation"	""
"Heights"	""
"Hein Bloed's tools."	""
"Hello World"	""
"Helmert Transform"	""
"Help"	"Hilfe"
"Hemisphere"	""
"Herbaceous Fuel Moisture"	"krautige Brennstofffeuchte"
"Hide"	""
"Hide Fields"	""
"High Pass"	"Hochpass"
"High Pass Filter"	"Hochpassfilter"
"High Resolution"	""
"High Resolution Grid System"	""
"High Ridges"	""
"High variation for low sizes"	"Hohe Variantionen für kleine Größen"
"Higher"	""
"Higher Standard Deviation"	""
"Highest to Lowest"	""
"Highpass Lower"	""
"Hilditch's Algorithm"	"Hilditch´s Algorithmus"
"Hill Height"	""
"Hill Index"	""
"Hill Radius"	""
"Hill-Climbing (Rubin 1967)"	"Bergsteigeralgorithmus (Rubin 1967)"
"Hillshade"	""
"Hillslope Index"	""
"Histogram"	"Histogramm"
"Histogram Matching"	""
"Histogram Stretch"	""
"Histogram Stretch Defaults"	""
"Histogram Stretch Dialog"	""
"Histogram Stretch to Minimum/Maximum"	""
"Histogram Stretch to Percentile"	""
"Histogram Stretch to Standard Deviation"	""
"Histogram Surface"	"Histogram Oberfläche"
"Histogram stretch applied by default to new data."	""
"Histogramm Classes"	""
"History"	"Entstehung"
"History Depth"	"Stufen der Entstehung"
"Hodgepodge"	""
"Hodgepodge Machine"	""
"Hodnett & Tomasella 2002"	""
"Hofierka and Å Ãºri"	""
"Hollow"	""
"Homepage"	""
"Homogeneous"	"Homogen"
"Horizontal"	""
"Horizontal Align"	""
"Horizontal Curvature"	""
"Horizontal Density"	""
"Horizontal Interpolation Method"	""
"Horizontal Offset"	""
"Horizontal Overland Flow Distance"	"Horizontale über Land Strömungsdistanz"
"Horizontal Range"	"Horizontaler Bereich"
"Horizontal Resolution"	""
"Horizontal hatch"	"horizontale Schraffur"
"Horizontal resolution (x/y) in map units. Use [F7]/[F8] keys to de-/increase."	""
"Horizontal tracer density in cells."	""
"Horizontally"	""
"Host"	""
"Hough Circle Transformation"	""
"Hough gradient"	""
"Hough gradient (alternative)"	""
"Hour"	""
"Hour of Daily Extreme Temperature"	""
"Hourly Data"	"Stündliche Daten"
"Hours"	""
"How many trees to create?"	""
"Hull Construction"	"Hüllenkonstruktion"
"Human area"	""
"Humedad del combustible herbÃ¡ceo vivo"	""
"Humedad del combustible leÃ±oso vivo"	""
"Humedad del combustible muerto en 1-hora"	""
"Humedad del combustible muerto en 10-horas"	""
"Humedad del combustible muerto en 100-horas"	""
"Humification"	""
"Humus to Charcoal"	"Humus zu Kohle"
"Hydrologic Terrain Analysis"	""
"Hydrology"	""
"Hydrology: IHACRES"	""
"Hypsometric Curve"	"Hypsometriekurve"
"Hypsometry"	"Hypsometrie"
"I'm diggin'..."	"Ich bin am graben..."
"I'm fillin'..."	"Ich bin am auffüllen..."
"I, rainfall intensity [mm/h]"	""
"I1: unrecognizable operator"	""
"I2: too many parameters"	""
"I3: corrupted buffer"	""
"I4: size estimate too small"	""
"ID"	"ID"
"IF"	""
"IHACRES Basin"	"IHACRES Becken"
"IHACRES Basin (Dialog 2)"	"IHACRES Becken (Dialog 2)"
"IHACRES Calibration (2)"	"IHACRES Kalibrierung (2)"
"IHACRES Distributed Input Dialog 2"	"IHACRES Verbreiteter Eingabedialog 2"
"IHACRES Elevation Bands"	""
"IHACRES Elevation Bands (Dialog 2)"	"IHACRES Höhengruppen (Dialog 2)"
"IHACRES Elevation Bands Calibration"	"IGACRES Höhengruppen Kalibrierung"
"IHACRES Input Table"	"IHACRES Eingabetabelle"
"IHACRES Model Parameters"	"IHACRES Modellparameter"
"IHACRES Model Parameters (Calibration)"	""
"IHACRES Version"	"IHACRES Version"
"IHACRES Version 1.0"	""
"IHACRES_Basin_output"	"IHACRES_Becken_Ausgabe"
"IHS Sharpening"	""
"IHS to RGB"	""
"IMCORR - Feature Tracking"	""
"ISO Date and Time"	""
"ISODATA Cluster Statistics"	""
"ISODATA Clustering"	""
"ISODATA Clustering for Grids"	""
"ISODATA Clustering tools"	""
"Ice"	"Eis"
"Identical Values"	""
"Identifier"	"Bezeichner"
"Identity"	""
"If CVFolds > 1 then algorithms prunes the built decision tree using K-fold cross-validation procedure where K is equal to CVFolds. Default value is 10."	""
"If a centroid falls outside its polygon, then move it to the closest boundary."	""
"If checked polyline parts become individual polygons. Applies only if single multipart polygon output is unchecked."	""
"If checked storages (flow, ponding, interception) and sinks (infiltration) will be set to zero."	""
"If checked the snow module is active"	"Wenn abgehakt ist das Schneemodul aktiv"
"If checked, it means there is no external inflow to the subbasin"	"Wenn abgehakt, gibt es keinen externen Zustrom zu dem Teilbecken"
