TEXT	TRANSLATION
optional output	optionale Ausgabe
original calculation (Ringeler)	Originalberechnung (Ringeler)
original functions may not be deleted	Originalfunktion darf nicht entfernt werden
other	
other values	andere Werte
other values >> value	andere Werte >> Werte
output	Ausgabe
panorama	Panorama
parallel	
parallelepiped	Parallelepiped
parameters	Parameter
pass	Ablauf
pdf	
perform region growing	
performing distance calculation...	führe Enfernungsberechnung aus…
pie	Torte
pie (not outlined)	Torte (nicht umrandet)
plain	flach
point (.)	
point cloud	
point cloud (centered)	
point cloud viewer can only be run from graphical user interface	Punktwolkenbetrachter kann nur von der Grafischen Benutzeroberfläche gestartet werden
point cloud viewer will not be started, because point cloud has no points	Punktwolkenbetrachter kann nicht gestartet werden, weil Punktwolken keine Punkte beinhalten
point source ID	
points	
points have been imported with success	
points read	
points written	
polygons	Polygone
polygons with same attribute value	Polygone mit gleichem Attributwert
power of distance	
preparing distance calculation...	bereite Entfernungsberechnung vor…
press any key	Drücke eine beliebige Taste
processed DEM	
projection initialization failure	
quadrants	Quadrant
quartic kernel	
random read	
random write	
range of days	
raster	
ready	fertig
ready ...	
rectangle	
red > blue	rot > blau
red > blue > green	rot > blau > grün
red > green	rot > grün
red > green > blue	rot > grün > blau
red > grey > blue	rot > grau > blau
red > grey > green	rot > grau > grün
red channel color	
red=1, green=2, blue=this	rot=1, grün=2, blau=dieses
red=1, green=this, blue=2	rot=1, grün=dieses, blau=2
red=2, green=1, blue=this	rot=2, grün=1, blau=dieses
red=2, green=this, blue=1	rot=2, grün=dieses, blau=1
red=this, green=1, blue=2	rot=dieses, grün=1, blau=2
red=this, green=2, blue=1	rot=dieses, grün=2, blau=1
regression analysis	
relative	relativ
removing orphants\n	
renaming classes\n	
replace	ersetzen
replace existing table	
replacements	Austausch
resolution	
return	
rgb color	
rhombus	Rhombus
right	rechts
rollback	
root	
rotated	
roughness	
rows	Reihen
running classification	laufende Klassifizierung
same as input grid	
sand content	Sandgehalt
scan angle	
search radius (local)	Suchradius (lokal)
second input grid (B) needed to perform desired operation	
second order polynom	
sectors	
seed cells coded with local water depth or absolute water level, all other cells NoData	
segments identified	identifizierte Segmente
selected shapes	ausgewählte Vektoren
selected table contains no valid records	ausgewählte Tabelle enthält keine gültigen Datensätze
selected table does not have numeric attributes	ausgewählte Tabelle enthält keine numerischen Attribute
separate layer for each polygon	einzelne Ebene für jedes Polygon
sequential write	
shape in process	
shapes	Vektoren
shapes have been dropped	
shapes layer extent	Vektorebenen-Umfang
show direct insolation for each time step.	
shp files folder	Vektordaten-Verzeichnis
sigmoidal	
signed 1 byte integer	1 byte Ganzzahl mit Vorzeichen
signed 2 byte integer	2 byte Ganzzahl mit Vorzeichen
signed 4 byte integer	4 byte Ganzzahl mit Vorzeichen
signed 8 byte integer	8 byte Ganzzahl mit Vorzeichen
simple line	
sin(x*x + y*y)	
single|range|simple table|user supplied table|	einzeln|Bereich|einfache Tabelle|durch Nutzer bereitgestellte Tabelle|
slope (A) and aspect (B)	
slower but memory saving	
smoothed surface	
space	
specify fields with type	
spectral angle mapping	Spektralwinkelkartierung
spectral information divergence	Spektralinformation Abweichung
sql excution error	SQL Ausführungsfehler
square	Quadrat
square root (catchment length)	
stable	
standard	
standard deviation	
standard kernel 1	
standard kernel 2	
step	
string	Zeichenkette
surface (A)	
symmetric	
syntax error	Syntaxfehler
syntax error in formula at position	
syntax error, position	Syntaxfehler, Position
t	
table already exists	
table could not be opened.	
tabulator	
text	
theta	
thick	dick
thin	dünn
threshold slope	
time of sunrise/sunset is only calculated if time span is set to single day	
tolerance as absolute values	Toleranz als absoluter Wert
tomaschTool	
too few parameters	Zu wenige Parameter
too many constants	Zu wenige Konstanten
too many parameters	Zu viele Parameter
top	Oben
top / right	
top hat	
topographic correction	
triangle (down)	Dreieck (Spitze abwärts)
triangle (up)	Dreieck (Spitze aufwärts)
triangulating	trianguliert
trying to drop table	
type -h or --help for further information	für weitere Informationen -h oder -help eingeben
undeclared parameter	nicht bestimmter Parameter
undefined	undefiniert
unknown error: execution	unbekannter Fehler: Ausführung
unknown error: user break	unbekannter Fehler: Abbruch durch Anwender
unknown parameter	
unknown projection	
unknown type	unbekannter Typ
unkown	
unmatched parentheses	verzerrter Einschub
unsigned 1 byte integer	vorzeichenlose 1 byte Ganzzahl
unsigned 2 byte integer	vorzeichenlose 2 byte Ganzzahl
unsigned 4 byte integer	vorzeichenlose 4 byte Ganzzahl
unsigned 8 byte integer	vorzeichenlose 8 byte Ganzzahl
unsorted	unsortiert
until user closes it	bis Mausklick
up	
update, colour stretch for each time step	
update, fixed colour stretch	
user data	
user defined	nutzerdefiniert
user defined grid system	
user defined kernel	
user defined reference	
value at mouse position	Wert an Mausposition
variance	
variance (a)	
variance (b)	
vectorising class	Klassen vektorisieren
vertical	vertikal
w	
white - cyan	weiß - cyan
white - magenta	weiß - magenta
white - yellow	weiß - gelb
white > blue	weiß > blau
white > green	weiß > grün
white > red	weiß > rot
with B-spline refinement	mit B-Spline-Verfeinerung
without B-spline refinement	ohne B-Spline-Verfeinerung
x - Values	x - Werte
x Position	
xMax	
xMin	
xMin, yMin, NX, NY	
xMin, yMin, xMax, yMax	
xmax	
xmin	
y - Values	y - Werte
y Position	
yMax	
yMin	
yellow - white	gelb - weiß
yellow > blue	gelb > blau
yellow > green	gelb > grün
yellow > red	gelb > rot
yes	ja
ymax	
ymin	
z values	
{STATZONAL_NAME} Zonal Grid Statistics	
